company_name,company_raw,is_staffing,company_id
Hn,HN,False,12727
Cribl,Cribl,False,12728
International Rescue Committee,International Rescue Committee,False,12729
Noblis,"Noblis, Inc",False,12730
UNC Health,UNC Health,False,12731
Unclassified,NOW OILFIELD SERVICES INC ET AL / NATIONAL OILWELL VARCO LP % THOMAS & COMPANY,False,12732
Idaho National Laboratory,Idaho National Laboratory,False,12733
Fifth Third Bank,Fifth Third Bank,False,12734
Hydy,"Hydy, Inc",False,12735
Sierra7,Sierra7,False,12736
i-TEK Solutions,I-TEK Solutions,True,12737
Hollister Co,Hollister Incorporated,False,12738
Marsh McLennan,MarshMcLennan,False,12739
Quanta Computer Nashville,Quanta Computer Nashville,False,12740
Bart & Associates,"Bart & Associates, LLC",False,12741
Rtd,RTD,False,12742
iRiS Recruiting Solutions,iRiS Recruiting Solutions,True,12743
Volunteers of America,Volunteers of America Chesapeake and Carolinas,False,12744
Tag - The Aspen Group,TAG - The Aspen Group,False,12745
Serigor,Serigor,True,12746
Koniag Data Solutions,"Koniag Data Solutions, LLC",False,12747
Blue Cross Blue Shield,Blue Cross Blue Shield of Massachusetts,False,12748
Global Payments,Global Payments,False,12749
David's Bridal,David's Bridal,False,12750
Unclassified,Invovia Inc,False,12751
Unclassified,Texas Workforce Commission,False,12752
Pegasystems,Pegasystems,False,12753
Unclassified,TellusSolutions,False,12754
Reliance One,Reliance One+,True,12755
TriWest Healthcare Alliance,TriWest Healthcare Alliance,False,12756
Sumeru,Sumeru,False,12757
University of Utah,University of Utah,False,12758
Streamlabs,Streamlabs,False,12759
Apria Healthcare,Apria Healthcare LLC,False,12760
Programmers.Io,Programmers.io,False,12761
Grid Iron IT,Gridiron IT,True,12762
Adyen,Adyen,False,12763
Boys & Girls Clubs Of America,BOYS & GIRLS CLUBS OF GREATER AUGUSTA,False,12764
Unclassified,Murata America,False,12765
EmblemHealth,EmblemHealth,False,12766
Three Point Solutions,"Three Point Solutions, Inc.",False,12767
Johnson & Johnson,NMG Technology Services,False,12768
University of Hawaii,University of Hawaii-West Oahu,False,12769
District Of Columbia Courts,District of Columbia Courts,False,12770
Entergy,"Entergy Gulf States, Inc.",False,12771
GE Aerospace,GE Applicances,False,12772
Qualcomm,Qualcomm,False,12773
Abn Tech,ABN TECH CORP,False,12774
Chamberlain Group,The Chamberlain Group,False,12775
Hms Mfg. Co.,HMS Mfg Co,False,12776
Unclassified,CLS Health PLLC,False,12777
eBay,Dale's Super Store,False,12778
"Madison, City of","Madison, City of (WI)",False,12779
Empower Company S.R.O.,Empower,False,12780
Genesis HealthCare,Genesis Healthcare,False,12781
IDEA Public Schools,IDEA Public Schools,False,12782
Unclassified,007 P&amp;G Paper Products Co,False,12783
The Staffing Resource Group,"The Staffing Resource Group, Inc",True,12784
Speakers Institute,Speakers Institute,False,12785
Edmonds Waterfront Center,Edmonds Waterfront Center,False,12786
Prospect Select Baseball,Prospect Select Baseball,False,12787
Paycom Payroll,Paycom Payroll Llc,False,12788
Lake Zurich Community Unit School District 95,Lake Zurich Community Unit School District 95,False,12789
Swisslog Healthcare,Swisslog Healthcare,False,12790
Clark County,Clark County,False,12791
TNS,TNS Inc,False,12792
Pjm Interconnection,"PJM Interconnection, L.L.C.",False,12793
Fortrea Inc.,Fortrea Inc,False,12794
NYC Health + Hospitals,Nyc Health Hospitals,False,12795
Unclassified,4urHires INC,False,12796
Unclassified,Ocean Flex International int,False,12797
Waste Management,WM,False,12798
Dentologie,Dentologie,False,12799
Vibra Healthcare,Ernest Health,False,12800
Unclassified,Dave Operating LLC,False,12801
UBS,UBS AG - Investment Banking,False,12802
Guidehouse,Guidehouse,False,12803
Splunk,Splunk,False,12804
Deftec Corporation,DEFTEC Corporation,False,12805
Carson Tahoe Health,Carson Tahoe Health,False,12806
B&T Agency,"B&T USA, LLC",False,12807
KPMG,KPMG LLP,False,12808
Ztek Consulting,Ztek Consulting,True,12809
JLL,"Jones Lang LaSalle IP, Inc.",False,12810
"Top Consulting Co., Ltd","TOP Consulting, Inc",False,12811
Oldcastle APG,"OLDCASTLE INFRASTRUCTURE, INC.",False,12812
Tyson Sales and Distribution,"TYSON SALES AND DISTRIBUTION, INC.",False,12813
Pacs Agency,Pacs,False,12814
Garmin International,GARMIN,False,12815
VISTA Staffing Solutions,VISTA Staffing Solutions,True,12816
United States Navy,Naval Intelligence Command,False,12817
Techwave Consulting,Techwave Consulting Inc.,False,12818
Tech3pillars Technologies,Tech3pillars Technologies,False,12819
Trdi,TRDI,False,12820
Aflac,Aflac,False,12821
Citizens Bank,Citizens Bank,False,12822
Counseling And Recovery Services,"Counseling & Recovery Services, LLC",False,12823
1-800 Contacts,"1-800 CONTACTS, INC.",False,12824
CoStar Group,Snowrelic INC,False,12825
Intel,Intel Corporation,False,12826
Bluemont Technology & Research,"Bluemont Technology & Research, Inc.",False,12827
NANA Regional Corporation,NANA Regional Corporation,False,12828
Insurance Services Office,INSURANCE SERVICES OFFICE INC,False,12829
Id & Design International,ID & Design International,False,12830
Yoh Services,Yoh,True,12831
TRG Staffing Solutions,TRG Staffing Solutions,True,12832
Travelers,Travelers,False,12833
Sharkninja,SharkNinja,False,12834
Lactalis Heritage Dairy,Lactalis Heritage Dairy Inc,False,12835
Hunt Companies,Hunt Companies,False,12836
Mactac North America,Mactac North America,False,12837
Unclassified,INIZIO EVOKE,False,12838
Glacier Bank,Glacier Bank,False,12839
Meta,Meta Inc,False,12840
Unclassified,City of Tuscaloosa - Information Technology,False,12841
Dematic,Dematic,False,12842
Cohesive Technologies Llc.,Cohesive Technologies,False,12843
T.D. Williamson,"T.D. Williamson, Inc.",False,12844
East Central University,East Central University,False,12845
Integrated Technology Strategies,"Integrated Technology Strategies, Inc.",False,12846
mroads,mroads,False,12847
Trupanion,Trupanion,False,12848
Toyota Motors,"Toyota Motor Sales, U.S.A., Inc.",False,12849
Info Way Solutions,Info Way Solutions,False,12850
Dover Corporation,Dover Corporation,False,12851
Unclassified,"SHI Pierre, SD",False,12852
Doskocil Mfg,Doskocil Mfg.,False,12853
The Lacek Group,The Lacek Group,False,12854
Greenville County Schools,Greenville County Schools,False,12855
Momentus Technologies,Momentus Technologies,False,12856
Mercy College,Mercy College,False,12857
Global Solution Group,"Global Solution Group, Inc",False,12858
View Point Health,View Point Health,False,12859
Millennium Global Technologies,Millennium Global Technologies,False,12860
Paycom,Paycom,False,12861
Data Pioneer,Data Pioneer Inc,False,12862
Cervin,Cervin,False,12863
Unclassified,MBE PREMIER INC,False,12864
College Of Charleston,College of Charleston,False,12865
Freemind Solutions,Freemind solutions,False,12866
Mudrasys,Mudrasys,False,12867
FactSet Research Systems,FactSet Research Systems Inc.,False,12868
Tallgrass MLP Operations,"Tallgrass MLP Operations, LLC",False,12869
Unclassified,"US030 MEMBERS Capital Advisors, Inc.",False,12870
Pinnacle Group,"Pinnacle Group, Inc.",False,12871
Unclassified,EdgeAll,False,12872
Omnicell,Omnicell,False,12873
Community Action Organization,Community Action Organization,False,12874
American Express,American Express Global Business Travel,False,12875
Alight Solutions,Alight Solutions,False,12876
Cigna,Cigna,False,12877
Unclassified,Beckwith Mercer Llc,False,12878
Regal Rexnord Corp,Regal Rexnord Corp,False,12879
ArcBest,ArcBest,False,12880
Plowshare,Plowshare,False,12881
GKN,GKN Aerospace Inc,False,12882
Unclassified,All American Material Testing,False,12883
Escambia County School District,Escambia County School District,False,12884
"Australian International School, Singapore",A.I.S. Inc.,False,12885
Safeway,Safeway,False,12886
Unclassified,SideRamp,False,12887
Dayforce,Dayforce,True,12888
Connecticut Children's Medical Center,Connecticut Children's Medical Center,False,12889
Wilmington Savings Fund Society FSB,Wsfs Financial,False,12890
Workrise,Workrise,True,12891
Office Of Court Administration,OFFICE OF COURT ADMINISTRATION,False,12892
Interclypse,"Interclypse, Inc.",False,12893
Txu Retail Services Company,TXU Retail Services Company,False,12894
Hanger Prosthetics & Orthotics,HANGER PROSTHETICS & ORTHOTICS,False,12895
Kudzu Interactive,"Kudzu Interactive, Inc.",False,12896
Baker Botts,Baker Botts,False,12897
Thoughtstorm Incorporated,ThoughtStorm LLC,False,12898
Russell Tobin,Russell Tobin,True,12899
Multiverse,Multiverse (Apprenticeships),False,12900
Barr Engineering Co.,BARR ENGINEERING,False,12901
Unclassified,Ashtabula Regional Medical Center,False,12902
Unclassified,"U. S. Court of Appeals, Fifth Circuit",False,12903
The Laurels Of Kettering,The Laurels of Kettering,False,12904
TT Electronics,TT Electronics plc,False,12905
Actionlink,ActionLink,False,12906
Tech Mahindra,Tech Mahindra Limited,False,12907
Potomacwave Consulting,PotomacWave Consulting,False,12908
CorVel,CorVel.,False,12909
Openai,OpenAI,False,12910
Penumbra,Penumbra Inc,False,12911
Dane County,Dane County,False,12912
S&P Global,S&P Global Market Intelligence,False,12913
Ventura County,Ventura County,False,12914
Arclin,Arclin USA LLC,False,12915
Nationwide It Services,Nationwide IT Services,False,12916
Tranzeal Incorporated,Tranzeal Incorporated,False,12917
Cockroach Labs,Cockroach Labs,False,12918
Celebal Technologies,Celebal Technologies,False,12919
UAB Medicine,UAB Medicine - UA Health Services Foundation (UAHSF),False,12920
Prorsum Technologies,Prorsum Technologies,False,12921
Clarins,Clarins,False,12922
Unclassified,NM Service Firm,False,12923
Ncci,NCCI,False,12924
Advance Auto Parts,Advance Auto Parts,False,12925
Windfall Data,"Windfall Data, Inc.",False,12926
Drexel University,Drexel University,False,12927
Unclassified,The Surplus Line Association of CA,False,12928
C2Pm,C2PM,False,12929
Senox Corporation,Senox Corporation,False,12930
Homesteaders Life Company,Homesteaders Life Company Corp,False,12931
Fanduel,FanDuel,False,12932
MoneyGram,MoneyGram,False,12933
Widepoint Corporation,WidePoint Corporation,False,12934
Surescripts,Surescripts,False,12935
The Executive Leadership Council,The Executive Leadership Council,False,12936
Clayton State University,Clayton State University,False,12937
Blue Cross Blue Shield,Blue Cross Blue Shield of Nebraska,False,12938
State Police,"State Police, Division of",False,12939
Shimento,"Shimento, Inc.",False,12940
Diligent Consulting,Diligent Consulting Inc,False,12941
Walkme,WalkMe,False,12942
Satsyil,Satsyil Corporation,False,12943
Otr Global,OTR Global,False,12944
Auria,Auria,False,12945
Jackson Hospital Foundation,Jackson Hospital,False,12946
Sonos,Sonos,False,12947
Skillz,Skillz,False,12948
Unclassified,"Mid-America Carpenters Regional Benefits Services, Inc.",False,12949
First Student,First Student,False,12950
University of New Mexico,University of New Mexico,False,12951
Association Of Metropolitan Planning Organizations,Association of Metropolitan Planning Organizations,False,12952
Arbor Research,ARBOR RESEARCH,False,12953
Unclassified,EdvenswaTech,False,12954
Soci̩t̩ G̩n̩rale,Soci̩t̩ G̩n̩rale,False,12955
Healthstat,"Healthstat, Inc",False,12956
Ralph Lauren Retail,Ralph Lauren,False,12957
Stanford Byers Center For Biodesign,Stanford Byers Center for Biodesign,False,12958
Produits de consommation KIK,KIK Consumer Products,False,12959
Radinnova,Radinnova,False,12960
Martha O'Bryan Center,Martha Obryan Center,False,12961
California Coast Credit Union,California Coast Credit Union,False,12962
Unclassified,Coastal Serenity Design,False,12963
Public Consulting Group,Public Consulting Group,False,12964
Modern Technology Solutions,"Modern Technology Solutions, Inc.",False,12965
McLaren Health Care,McLaren Health Care,False,12966
Thoughtworks,"ThoughtWorks, Inc.",False,12967
Honu Services,Honu Services,False,12968
Unclassified,Jobrialto,False,12969
Lakeshore Recycling Systems,"Lakeshore Recycling Systems, LLC",False,12970
Covenant Health,Covenant Health,False,12971
Southern California Edison,Southern California Edison,False,12972
Quidel Corporation,QuidelOrtho,False,12973
Unclassified,New Light Technologies In,False,12974
TEEMA,TEEMA,True,12975
Zs,ZS,False,12976
Idr,"IDR, Inc",True,12977
Revology Cars,Revology Cars,False,12978
Raye It Consulting,Raye IT Consulting,False,12979
Costco,Costco Wholesale Corporation,False,12980
Skylight Ag,Skylight,False,12981
Sam Houston State University,Sam Houston State University,False,12982
Pci Government Services,Pci Government Services,False,12983
Digital Minds Technologies,Digital Minds Technologies Inc.,False,12984
Alexander Technology Group,Alexander Technology Group,False,12985
Unclassified,Kearney \u0026 Company,False,12986
Lumen Technologies,"Lumen Technologies, Inc.",False,12987
Superior Group of Companies,Superior Uniform Group,False,12988
Techfield,Techfield,False,12989
Bank Of China-New York Branch,"Bank of China Limited, New York Branch",False,12990
StoneX Group,StoneX Group,False,12991
Cognia,"Cognia, Inc.",False,12992
Flir Systems,"FLIR Systems, Inc. (US)",False,12993
Tdi Consulting,TDI Consulting LLC,False,12994
Jmark Services,JMark Services Inc.,False,12995
Planit Group,PLANIT GROUP,False,12996
Primesoft,"Primesoft, Inc",True,12997
Samson Software Solutions,"Samson Software Solutions, INC",False,12998
Trusted Advisors,Trusted Advisors,False,12999
The Education Trust-West,The Education Trust - West,False,13000
Department Of General Services,Department of General Services,False,13001
Mercy Health,Mercyhealth,False,13002
County Of Monroe,County of Monroe,False,13003
De Lacy Executive Recruitment North America,De Lacy Executive Recruitment,True,13004
Kendo Brands,Kendo Brands,False,13005
Electrolux,Electrolux Group,False,13006
Norconsult Telematics Ltd,Norconsult Telematics,False,13007
National Capitol Contracting,National Capitol Contracting,False,13008
Metropolitan Council,Metropolitan Council,False,13009
Upsher-Smith Laboratories,"Upsher-Smith Laboratories, Inc.",False,13010
Datadog,"Datadog, Inc",False,13011
S&P Global,S&P Global Inc.,False,13012
Labconnect International Ltd,Labconnect,False,13013
Jkv,JKV International,False,13014
Isn Software Corporation,ISN Software Corporation,False,13015
Unclassified,COYNE POWERSPORTS OF BANNING,False,13016
Brown University,Brown University,False,13017
New England Donor Services,New England Donor Services,False,13018
Virginia Wesleyan University,Virginia Wesleyan University,False,13019
4S - Silversword Software And Services,4S-Silversword Software and Services,False,13020
Jackson Systems,Jackson Systems,False,13021
North Star Bluescope Steel,North Star BlueScope Steel,False,13022
Bilh Pharmacy,BILH Pharmacy,False,13023
Bryan University,Bryan University,False,13024
Strategic Operational Solutions,Strategic Operational Solutions (STOPSO),False,13025
Sentar,Sentar,False,13026
Bunge,Bunge Limited,False,13027
Unclassified,Constantine Cattery LLC,False,13028
Informa,Informa Markets,True,13029
Ryzen Solutions,Ryzen Solutions,True,13030
Duke Energy,"Duke Energy Ohio, Inc",False,13031
Peterson Regional Medical Center,Peterson Regional Medical Center,False,13032
Tatari,Tatari Inc,False,13033
Agile Global Solutions,Agile Global Solutions,False,13034
Zipline International,Zipline,False,13035
Nemours,The Nemours Foundation,False,13036
Safran,SAFRAN ELECTRICAL & POWER,False,13037
Worthington Enterprises,Worthington Enterprises,False,13038
Lakeview Loan Servicing,Lakeview Loan Servicing,False,13039
Oss,"OSS, Inc",False,13040
Wiselink Global Services Pvt Ltd,Wiselink Global Inc,False,13041
Techprism,Techprism.inc,False,13042
Konnectingtree,KONNECTINGTREE INC,False,13043
4 Consulting,4 Consulting Inc,True,13044
Software Solutions Limited,Software Solutions,False,13045
Princeton Medical Center,Princeton Medical Center,False,13046
Metasys Technologies,"Metasys Technologies, Inc.",False,13047
Providence Digital Innovation Group,Providence Digital Innovation Group,False,13048
Bob Jones University,Bob Jones University,False,13049
Unclassified,"FirstCash Holdings, Inc.",False,13050
Vertisystem,Vertisystem,False,13051
Zyxware Technologies,Zyxware Technologies,False,13052
Volt Management Corp,Volt Management Corp.,True,13053
Taylor Corporation,Taylor Corporation,False,13054
Promantis,Promantis Inc,False,13055
Health First,Healthfirst,False,13056
Infosys,Infosys Technologies Ltd,False,13057
William Everett,William Everett,False,13058
Ampcus,"Ampcus, Inc",False,13059
Renaissance,Renaissance,False,13060
Lamar University,Lamar University,False,13061
Cox Communications,Cox Communications,False,13062
The Boston Consulting Group (BCG),"The Boston Consulting Group, Inc.",False,13063
Merck & Co.,Merck Sharp & Dohme,False,13064
State of Louisiana,State of Louisiana,False,13065
Genworth,Genworth,False,13066
Kentucky River Community Care,Kentucky River Community Care,False,13067
Hallmark Global Technologies,Hallmark Global Technologies,False,13068
Harnham,Harnham,True,13069
East Hampton Public Schools/facilities,East Hampton Public Schools,False,13070
Woodgrain,Woodgrain,False,13071
CareFirst of Maryland,CareFirst BlueCross BlueShield,False,13072
Unclassified,Taft Stettinius \u0026 Hollister LLP,False,13073
Harmonia Holdings Group,"Harmonia Holdings Group, LLC.",False,13074
Saicon Consultants,Saicon Consultants Inc.,False,13075
Office Of Inspector General,Office of Inspector General,False,13076
Lenmar Consulting,Lenmar Consulting Inc.,False,13077
Ssb Construction,SSB Construction,False,13078
Sofi,SoFi,False,13079
American Board Of Family Medicine,American Board of Family Medicine,False,13080
Lifesteps,LIFESTEPS,False,13081
Acosta,Acosta,False,13082
Azurite Consulting,Azurite Consulting,False,13083
Career Connections,"Career Connections, LLC.",True,13084
Global Atlantic,Global Atlantic,False,13085
Troon,Troon,False,13086
Collier County Clerk Of The Circuit Court & Comptroller,Collier County Clerk of the Circuit Court and Comptroller,False,13087
U-Haul,U-Haul Co. of Georgia,False,13088
Bedoukian Research,BEDOUKIAN RESEARCH INC,False,13089
SGP Technology,SGP Technology,False,13090
Virtue Corporate Group,Virtue Group LLC,False,13091
Vibrantz Cosmetics LTD,Vibrantz Corporation U.S.,False,13092
U.S. Secret Service,U.S. Secret Service,False,13093
4Cs Of Alameda County,4Cs of Alameda County,False,13094
Union One,Union One,False,13095
Win Waste Innovations,WIN Waste Innovations,False,13096
Cloudkitchens,CloudKitchens,False,13097
KeyBank,KeyCorp,False,13098
Fortira Inc,FORTIRA INC.,False,13099
MUFG Bank,MUFG Investor Services,False,13100
Cipherstaff,CipherStaff,True,13101
American Systems Corporation,American Systems Corporation,False,13102
Pampa Regional Medical Center,Pampa Regional Medical Center,False,13103
Unclassified,Sparks Wiz Limited,False,13104
Compass Lexecon,Compass Lexecon,False,13105
Kme.Digital,KME.digital,False,13106
Matrix Medical Network,Matrix Medical Network,False,13107
ITW,Illinois Tool Works Inc.,False,13108
MultiPlan,MultiPlan Inc.,False,13109
Midwest Land Group,Midwest Land Group,False,13110
Lee Health,Lee Health,False,13111
Volunteer State Community College,Volunteer State Community College,False,13112
Symphonyai,SymphonyAI,False,13113
Mindbank,Mindbank,False,13114
Self Regional Healthcare,Self Regional Health Care,False,13115
Unclassified,Sun Pipeline Solutions,False,13116
Unclassified,Revolution Concrete Mixers,False,13117
Arkansas Blue Cross and Blue Shield,01 USAble Mutual Insurance Company,False,13118
Baylor College of Medicine,"Baylor College of Medicine (Houston, TX)",False,13119
Shearer's Foods,Shearer's Foods,False,13120
Unclassified,US Office of the Chief Procurement Officer,False,13121
The Hershey Company,THE HERSHEY COMPANY,False,13122
Am General,AM General LLC,False,13123
Cars.Com,Cars Commerce,False,13124
Microsoft,MICROSOFT CORP,False,13125
Tarrant County Homeless Coalition,Tarrant County Homeless Coalition,False,13126
Unclassified,Umanist Staffing LLC,False,13127
Joint Research And Development,Joint Research and Development,False,13128
Wilcox And Flegel,Wilcox + Flegel,False,13129
Unclassified,"American Express Global Business Travel Pierre, SD",False,13130
Unclassified,"Talenthub Workforce, Inc.",False,13131
Probuild,ProBuild Company LLC,False,13132
Geopaq Logic,Geopaqlogic Staffing,True,13133
Wissen Infotech,Wissen Infotech,False,13134
Amazon,Amazon.com Services LLC,False,13135
Deloitte,Deloitte US,False,13136
Nordstrom,Nordstrom Inc,False,13137
Northeastern University,Northeastern University,False,13138
The Coca-Cola Company,0101 Coca-Cola North America,False,13139
Citigroup,Citigroup,False,13140
Dart Container,Dart Container,False,13141
Pattern Energy Group,Pattern Energy Group LP,False,13142
GE Appliances,"GE Appliances, a Haier company",False,13143
Invenergy,Invenergy LLC,False,13144
Pegasus Knowledge Solutions,"Pegasus Knowledge Solutions, Inc.",False,13145
Appian,Appian,False,13146
Advanced American Technology,Advanced American Technology INC,False,13147
YMCA,Gateway Region YMCA,False,13148
Ventas,Ventas,False,13149
Western Connecticut State University,Western Connecticut State University,False,13150
Raysecur,RaySecur,False,13151
Axs,AXS,False,13152
American Water,American Water,False,13153
Steampunk,steampunk,False,13154
Ravago Americas USA,Ravago Americas,False,13155
Solution Drive Ltd,Solution Drive LLC,False,13156
Liberty Logistics,Liberty Logistics LLC,False,13157
BCforward,"Bucher & Christian Consulting, Inc. dba BCforward",True,13158
Baker Hughes,BAKER HUGHES OILFIELD,False,13159
Argonaut Management Services,"Argonaut Management Services, Inc",False,13160
Rogers Enterprises International Co. Ltd.,"Rogers Enterprises, Inc.",False,13161
Bitwerx,"Bitwerx, Inc.",False,13162
Premier Roofing Company,Premier Roofing,False,13163
Altafiber,altafiber,False,13164
American Leather Operations,American Leather Operations LLC,False,13165
Yeshiva University,Yeshiva University,False,13166
Plains Ag,Plains,False,13167
Unclassified,GFiber,False,13168
Delve,Delve,False,13169
Synerfac,Synerfac Technical Staffing,True,13170
Tucson Electric Power,Tucson Electric Power,False,13171
Jump Start Stores,"Jump Start Stores, Inc",False,13172
Unclassified,"WM Intellectual Property Holdings, L.L.C. Pierre, SD",False,13173
Landmark Properties,Landmark Properties,False,13174
Viasat,Viasat,False,13175
Tech Aveev,Tech Aveev LLC,False,13176
Visual Edge Technology,Visual Edge Technology,False,13177
State of Florida,Florida Department of Health in Miami-Dade County,False,13178
Trident Seafood Corp,Trident Seafood Corporation,False,13179
Peak Technology Solutions,"Peak Technology Solutions, Inc",False,13180
Ssiu South Shore Insurance Underwriters,South Shore Insurance Underwriters,False,13181
Ursi Technologies,URSI Technologies Inc.,False,13182
Adbakx,Adbakx,False,13183
Salem Hospital,Salem Hospital,False,13184
Genie Energy,Genie Energy,False,13185
Cef Solutions,CEF Solutions Inc,False,13186
NANA Regional Corporation,"Akima, LLC",False,13187
Wescom Credit Union,Wescom Central Credit Union,False,13188
Novartis,Novartis AG,False,13189
Atc,ATC,False,13190
Austin Independent School District,Austin Independent School District,False,13191
Exeter Government Services,"Exeter Government Services, LLC",False,13192
Mansai,Mansai  Corporation,False,13193
Unclassified,EX01 Exmark Manufacturing Co,False,13194
University of North Dakota,North Dakota University System,False,13195
Unclassified,TALENTEAST STAFFING SERVICES PRIVATE LIMITED,False,13196
At Precision,Precision SA Inc,False,13197
Span Alaska Transportation,"Span Alaska Transportation, LLC",False,13198
Unclassified,Munich Re Services,False,13199
Donaldson,USA Donaldson Company Inc.,False,13200
Patientiq,PatientIQ,False,13201
NV Energy,NV Energy,False,13202
Pashtek,Pashtek,False,13203
"Weichert, Realtors",Weichert,False,13204
Equinix,Equinix,False,13205
Medical Depot,"Medical Depot, Inc.",False,13206
Meta Soft,Meta Soft Inc.,False,13207
Axle Informatics,Axle Informatics LLC,False,13208
Finalsite,Finalsite,False,13209
S-Square Systems,S-Square Systems,False,13210
Lewisville Independent School District,Lewisville Independent School District,False,13211
E2 Consulting Engineers,"E2 Consulting Engineers, Inc.",False,13212
Enterprise Minds,Enterprise Minds,False,13213
The Bergaila Companies,THE BERGAILA COMPANIES,True,13214
Redfin,Redfin Corporation,False,13215
Sartori Agency,Sartori Company,False,13216
New Health,NEW Health,False,13217
Grid Dynamics Holdings,Grid Dynamics Holdings Inc,False,13218
Alpha Silicon,alpha silicon llc,False,13219
Last Word Consulting,Last Word Consulting,True,13220
Gordon Food Service,"Gordon Food Service, Inc.",False,13221
First Citizens Bank,First Citizens Bank,False,13222
Akkodis,Akkodis,True,13223
Community Health Group,Community Health Group,False,13224
Stride K12,"Stride, Inc.",False,13225
SpaceX,SPACE EXPLORATION TECHNOLOGIES,False,13226
FedEx,FedEx Dataworks,False,13227
Johns Hopkins,Johns Hopkins University,False,13228
Pima County,Pima County,False,13229
Unclassified,Maitsys,False,13230
Cirkul,"Cirkul, Inc.",False,13231
Office Of The Secretary Of Defense,Office of the Secretary of Defense,False,13232
Sygna Solutions,Sygna Solutions,False,13233
Delta Star,Delta Star Inc.,False,13234
Linquest Corporation,LinQuest Corporation,False,13235
Abs International Group,ABS Group,False,13236
Acumatica,Acumatica,False,13237
Global Indemnity,Global Indemnity,False,13238
University of Tulsa,The University of Tulsa,False,13239
Fincantieri Marine Group,Fincantieri Marine Group,False,13240
Npr,NPR,False,13241
Concord Hospital,Concord Hospital,False,13242
Unclassified,"Quisitive Technology Solutions, Inc.",False,13243
Pall Corporation,Pall,False,13244
Wellnessworks,SCP Health,False,13245
Celandyne Software Solutions,Celandyne Software Solutions LLC,False,13246
Unclassified,Zobility,False,13247
ALTA IT Services,ALTA IT Services,False,13248
Unclassified,US District of Columbia Courts,False,13249
Great Lakes Cheese,Great Lakes Cheese,False,13250
Mass General Brigham,McLean Hospital(MCL),False,13251
National Real Estate Management Group,National Real Estate Management Group,False,13252
Unclassified,"Ramsey County, MN",False,13253
Hansen Talent Group (Htg),Hansen Talent Group,False,13254
United Surgical Partners International,United Surgical Partners International,False,13255
Modern Technology Solutions,Modern Technology Solutions,False,13256
Sun River Health,Sun River Health,False,13257
Atlas Copco,Atlas Copco,False,13258
Findem,Findem,True,13259
Synergis,Synergis,True,13260
Nesco Resource,Nesco Resource,True,13261
Blackbaud,Blackbaud,False,13262
Glide Agency,GLIDE,False,13263
Centene,Technology Support Specialist,False,13264
Constellis,Triple Canopy,False,13265
Crane Payment Innovations,Crane Payment Innovations (CPI),False,13266
The Greentree Group,The Greentree Group,False,13267
Southern Methodist University,SOUTHERN METHODIST UNIVERSITY,False,13268
Rpac,RPAC LLC,False,13269
Software Labs,"SOFTWARE LABS, LLC",False,13270
Office Of The Director Of National Intelligence,Director of National Intelligence,False,13271
Seagate Technology,Seagate Technology LLC,False,13272
Infor,Infor,False,13273
Colorado Network Staffing,Colorado Network Staffing Inc,True,13274
Vigna Solutions,Vigna Solutions Inc.,False,13275
ASML,ASML USA,False,13276
AIG,AIG,False,13277
Amentum,Artmac Soft LLC,False,13278
MedStar Health,Medstar,False,13279
Spot Pet Insurance,Spot Pet Insurance,False,13280
Unclassified,Aire-Master of Plains,False,13281
Nicklaus Children's Health System,Nicklaus Children's Hospital,False,13282
Comprehensive Resources,Comprehensive Resources Inc.,False,13283
Unclassified,DataDelivers LLC,False,13284
Washington State Bar Association,Washington State Bar Association.,False,13285
Sis,SIS,False,13286
Servsys Corporation,Servsys Corporation,False,13287
Smiley Technologies,Smiley Technologies Inc,False,13288
Roper St. Francis Healthcare,Roper St. Francis Healthcare,False,13289
Harvey Performance Company,"Harvey Performance Company, LLC",False,13290
Hedonova,Hedonova LLC,False,13291
Education At Work,Education At Work,False,13292
Alimed,AliMed Inc.,False,13293
Innovative Integrated Health,INNOVATIVE INTEGRATED HEALTH INC,False,13294
NANA Regional Corporation,"NANA Regional Corporation, Inc",False,13295
HDR,"HDR, Inc.",False,13296
Archer Aviation,Archer Aviation,False,13297
Unclassified,NU National University,False,13298
Wesbanco Bank,"WesBanco Bank, Inc",False,13299
Northampton County,Northampton County,False,13300
Associated Bank,ASSOCIATED BANK NA,False,13301
Volkswagen,RENK,False,13302
Transportation,Transportation - District 07,False,13303
Martin Advertising,MARTIN ADVERTISING,False,13304
Reliant Medical,Reliant Medical Group.,False,13305
Avigilon,100012 Avigilon USA Corporation,False,13306
Tredence,Tredence Inc.,False,13307
Unclassified,OGEMAW/ROSCOMMON County CPS & Foster Care Services Specialist 9-12,False,13308
Covenant Eyes,Covenant Eyes,False,13309
Isys Technologies,"ISYS Technologies, Inc.",False,13310
thyssenkrupp,ThyssenKrupp Elevator Corporation,False,13311
SciTec,SciTec,False,13312
Empower Professionals,Empower Professionals,False,13313
Unclassified,"Enlyte Group, LLC",False,13314
Coopersurgical,"CooperSurgical, Inc.",False,13315
Kaiser Permanente,"Modern Agile Technologies, LLC",False,13316
3Core Systems,"3Core Systems, Inc",False,13317
Aston Carter,Aston Carter,True,13318
Harley-Davidson,HARLEY-DAVIDSON MOTOR COMPANY GROUP,False,13319
